receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia,tokens_linea,lemas_linea,tokens_ingrediente,lemas_ingrediente,ingrediente_linea_lematizada,ingrediente_nombre_lematizado
86afb0ac-e16a-11ed-8936-a96d6180cd25,Regañonas o Torticas de Maiz,3,1 cucharadita de azúcar,1,1.0,cucharadita,azúcar,1 cucharadita de azucar,azucar,cucharadita,"['1', 'cucharadita', 'de', 'azucar']","['1', 'cucharadita', 'de', 'azucar']",['azucar'],['azucar'],1 cucharadita de azucar,azucar
86afb0ac-e16a-11ed-8936-a96d6180cd25,Regañonas o Torticas de Maiz,4,1 cucharadita de polvo para hornear,1,1.0,cucharadita,polvo para hornear,1 cucharadita de polvo para hornear,polvo para hornear,cucharadita,"['1', 'cucharadita', 'de', 'polvo', 'para', 'hornear']","['1', 'cucharadita', 'de', 'polvo', 'para', 'hornear']","['polvo', 'para', 'hornear']","['polvo', 'para', 'hornear']",1 cucharadita de polvo para hornear,polvo para hornear
86afb0ac-e16a-11ed-8936-a96d6180cd25,Regañonas o Torticas de Maiz,5,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,,"['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']",sal y pimienta,sal y pimienta
86afb0ac-e16a-11ed-8936-a96d6180cd25,Regañonas o Torticas de Maiz,6,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,1,Aceite para freír,,,,Aceite para freír,aceite para freir,aceite para freir,,"['aceite', 'para', 'freir']","['aceite', 'para', 'freir']","['aceite', 'para', 'freir']","['aceite', 'para', 'freir']",aceite para freir,aceite para freir
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,2,8 onzas de queso blanco para freír cortado en 4 palos de ½ pulgada,8,8.0,onzas,queso blanco para freír cortado en 4 palos de ½ pulgada,8 onzas de queso blanco para freir cortado en 4 palos de 1/2 pulgada,queso blanco para freir cortado en 4 palos de 1/2 pulgada,onzas,"['8', 'onzas', 'de', 'queso', 'blanco', 'para', 'freir', 'cortado', 'en', '4', 'palos', 'de', '1/2', 'pulgada']","['8', 'onza', 'de', 'queso', 'blanco', 'para', 'freir', 'cortado', 'en', '4', 'palo', 'de', '1/2', 'pulgado']","['queso', 'blanco', 'para', 'freir', 'cortado', 'en', '4', 'palos', 'de', '1/2', 'pulgada']","['queso', 'blanco', 'para', 'freir', 'cortado', 'en', '4', 'palo', 'de', '1/2', 'pulgado']",8 onza de queso blanco para freir cortado en 4 palo de 1/2 pulgado,queso blanco para freir cortado en 4 palo de 1/2 pulgado
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,3,2 tazas de harina,2,2.0,tazas,harina,2 tazas de harina,harina,taza,"['2', 'tazas', 'de', 'harina']","['2', 'taza', 'de', 'harina']",['harina'],['harina'],2 taza de harina,harina
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,4,1 cucharadita de sal,1,1.0,cucharadita,sal,1 cucharadita de sal,sal,cucharadita,"['1', 'cucharadita', 'de', 'sal']","['1', 'cucharadita', 'de', 'sal']",['sal'],['sal'],1 cucharadita de sal,sal
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,5,4 cucharaditas de azúcar,4,4.0,cucharaditas,azúcar,4 cucharaditas de azucar,azucar,cucharadita,"['4', 'cucharaditas', 'de', 'azucar']","['4', 'cucharadita', 'de', 'azucar']",['azucar'],['azucar'],4 cucharadita de azucar,azucar
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,6,1 cucharadita de polvo para hornear,1,1.0,cucharadita,polvo para hornear,1 cucharadita de polvo para hornear,polvo para hornear,cucharadita,"['1', 'cucharadita', 'de', 'polvo', 'para', 'hornear']","['1', 'cucharadita', 'de', 'polvo', 'para', 'hornear']","['polvo', 'para', 'hornear']","['polvo', 'para', 'hornear']",1 cucharadita de polvo para hornear,polvo para hornear
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,7,5 cucharadas de mantequilla,5,5.0,cucharadas,mantequilla,5 cucharadas de mantequilla,mantequilla,cucharada,"['5', 'cucharadas', 'de', 'mantequilla']","['5', 'cucharada', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],5 cucharada de mantequilla,mantequilla
86afb0ad-e16a-11ed-98a7-a96d6180cd25,Palitos o Deditos de Queso,8,6 cucharadas de agua con gas o agua helada,6,6.0,cucharadas,agua con gas o agua helada,6 cucharadas de agua con gas o agua helada,agua con gas o agua helada,cucharada,"['6', 'cucharadas', 'de', 'agua', 'con', 'gas', 'o', 'agua', 'helada']","['6', 'cucharada', 'de', 'agua', 'con', 'gas', 'o', 'agua', 'helado']","['agua', 'con', 'gas', 'o', 'agua', 'helada']","['agua', 'con', 'gas', 'o', 'agua', 'helado']",6 cucharada de agua con gas o agua helado,agua con gas o agua helado
86afb0ae-e16a-11ed-b43e-a96d6180cd25,Arepas de Maiz Peto,1,1 libra de granos de maíz seco,1,1.0,libra,granos de maíz seco,1 libra de granos de maiz seco,granos de maiz seco,libra,"['1', 'libra', 'de', 'granos', 'de', 'maiz', 'seco']","['1', 'libra', 'de', 'grano', 'de', 'maiz', 'seco']","['granos', 'de', 'maiz', 'seco']","['grano', 'de', 'maiz', 'seco']",1 libra de grano de maiz seco,grano de maiz seco
86afb0ae-e16a-11ed-b43e-a96d6180cd25,Arepas de Maiz Peto,2,Sal,,,,Sal,sal,sal,,['sal'],['sal'],['sal'],['sal'],sal,sal
86afb0ae-e16a-11ed-b43e-a96d6180cd25,Arepas de Maiz Peto,3,Agua,,,,Agua,agua,agua,,['agua'],['agua'],['agua'],['agua'],agua,agua
86afb0ae-e16a-11ed-b43e-a96d6180cd25,Arepas de Maiz Peto,4,¼ taza de mantequilla derretida,¼,0.25,taza,mantequilla derretida,1/4 taza de mantequilla derretida,mantequilla derretida,taza,"['1/4', 'taza', 'de', 'mantequilla', 'derretida']","['1/4', 'taza', 'de', 'mantequilla', 'derretido']","['mantequilla', 'derretida']","['mantequilla', 'derretido']",1/4 taza de mantequilla derretido,mantequilla derretido
86afb0af-e16a-11ed-ae62-a96d6180cd25,Arepas de Chócolo Colombianas,1,5 tazas de granos de maíz dulce,5,5.0,tazas,granos de maíz dulce,5 tazas de granos de maiz dulce,granos de maiz dulce,taza,"['5', 'tazas', 'de', 'granos', 'de', 'maiz', 'dulce']","['5', 'taza', 'de', 'grano', 'de', 'maiz', 'dulce']","['granos', 'de', 'maiz', 'dulce']","['grano', 'de', 'maiz', 'dulce']",5 taza de grano de maiz dulce,grano de maiz dulce
86afb0af-e16a-11ed-ae62-a96d6180cd25,Arepas de Chócolo Colombianas,2,½ cucharadita de azúcar,½,0.5,cucharadita,azúcar,1/2 cucharadita de azucar,azucar,cucharadita,"['1/2', 'cucharadita', 'de', 'azucar']","['1/2', 'cucharaditar', 'de', 'azucar']",['azucar'],['azucar'],1/2 cucharaditar de azucar,azucar
86afb0af-e16a-11ed-ae62-a96d6180cd25,Arepas de Chócolo Colombianas,3,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,,"['sal', 'al', 'gusto']","['sal', 'al', 'gusto']","['sal', 'al', 'gusto']","['sal', 'al', 'gusto']",sal al gusto,sal al gusto
86afb0af-e16a-11ed-ae62-a96d6180cd25,Arepas de Chócolo Colombianas,4,3 cucharadas de mantequilla sin sal o más según sea necesario,3,3.0,cucharadas,mantequilla sin sal o más según sea necesario,3 cucharadas de mantequilla sin sal o mas segun sea necesario,mantequilla sin sal o mas segun sea necesario,cucharada,"['3', 'cucharadas', 'de', 'mantequilla', 'sin', 'sal', 'o', 'mas', 'segun', 'sea', 'necesario']","['3', 'cucharada', 'de', 'mantequilla', 'sin', 'sal', 'o', 'mas', 'segun', 'ser', 'necesario']","['mantequilla', 'sin', 'sal', 'o', 'mas', 'segun', 'sea', 'necesario']","['mantequilla', 'sin', 'sal', 'o', 'mas', 'segun', 'ser', 'necesario']",3 cucharada de mantequilla sin sal o mas segun ser necesario,mantequilla sin sal o mas segun ser necesario
86afb0af-e16a-11ed-ae62-a96d6180cd25,Arepas de Chócolo Colombianas,5,Queso fresco o queso blanco para servir,,,,Queso fresco o queso blanco para servir,queso fresco o queso blanco para servir,queso fresco o queso blanco para servir,,"['queso', 'fresco', 'o', 'queso', 'blanco', 'para', 'servir']","['queso', 'fresco', 'o', 'queso', 'blanco', 'para', 'servir']","['queso', 'fresco', 'o', 'queso', 'blanco', 'para', 'servir']","['queso', 'fresco', 'o', 'queso', 'blanco', 'para', 'servir']",queso fresco o queso blanco para servir,queso fresco o queso blanco para servir
86afb0b0-e16a-11ed-b4a1-a96d6180cd25,Arepa con Carne Desmechada,1,4 arepas cocinadas,4,4.0,,arepas cocinadas,4 arepas cocinadas,arepas cocinadas,,"['4', 'arepas', 'cocinadas']","['4', 'arepa', 'cocinada']","['arepas', 'cocinadas']","['arepa', 'cocinada']",4 arepa cocinada,arepa cocinada
86afb0b0-e16a-11ed-b4a1-a96d6180cd25,Arepa con Carne Desmechada,2,Carne desmechada ver receta de carne desmechada aquí,,,,Carne desmechada ver receta de carne desmechada aquí,carne desmechada ver receta de carne desmechada aqui,carne desmechada ver receta de carne desmechada aqui,,"['carne', 'desmechada', 'ver', 'receta', 'de', 'carne', 'desmechada', 'aqui']","['carne', 'desmechado', 'ver', 'receta', 'de', 'carne', 'desmechado', 'aqui']","['carne', 'desmechada', 'ver', 'receta', 'de', 'carne', 'desmechada', 'aqui']","['carne', 'desmechado', 'ver', 'receta', 'de', 'carne', 'desmechado', 'aqui']",carne desmechado ver receta de carne desmechado aqui,carne desmechado ver receta de carne desmechado aqui
86afb0b0-e16a-11ed-b4a1-a96d6180cd25,Arepa con Carne Desmechada,3,1 cucharada de mantequilla,1,1.0,cucharada,mantequilla,1 cucharada de mantequilla,mantequilla,cucharada,"['1', 'cucharada', 'de', 'mantequilla']","['1', 'cucharada', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],1 cucharada de mantequilla,mantequilla
86afb0b0-e16a-11ed-b4a1-a96d6180cd25,Arepa con Carne Desmechada,4,1 plátano maduro pelado y cortado en cubitos,1,1.0,,plátano maduro pelado y cortado en cubitos,1 platano maduro pelado y cortado en cubitos,platano maduro pelado y cortado en cubitos,,"['1', 'platano', 'maduro', 'pelado', 'y', 'cortado', 'en', 'cubitos']","['1', 'platano', 'maduro', 'pelado', 'y', 'cortado', 'en', 'cubito']","['platano', 'maduro', 'pelado', 'y', 'cortado', 'en', 'cubitos']","['platano', 'maduro', 'pelado', 'y', 'cortado', 'en', 'cubito']",1 platano maduro pelado y cortado en cubito,platano maduro pelado y cortado en cubito
86afb0b0-e16a-11ed-b4a1-a96d6180cd25,Arepa con Carne Desmechada,5,1 aguacate cortado en cubitos,1,1.0,,aguacate cortado en cubitos,1 aguacate cortado en cubitos,aguacate cortado en cubitos,,"['1', 'aguacate', 'cortado', 'en', 'cubitos']","['1', 'aguacatar', 'cortado', 'en', 'cubito']","['aguacate', 'cortado', 'en', 'cubitos']","['aguacatar', 'cortado', 'en', 'cubito']",1 aguacatar cortado en cubito,aguacatar cortado en cubito
86afb0b0-e16a-11ed-b4a1-a96d6180cd25,Arepa con Carne Desmechada,6,Cilantro fresco picado para servir,,,,Cilantro fresco picado para servir,cilantro fresco picado para servir,cilantro fresco picado para servir,,"['cilantro', 'fresco', 'picado', 'para', 'servir']","['cilantro', 'fresco', 'picado', 'para', 'servir']","['cilantro', 'fresco', 'picado', 'para', 'servir']","['cilantro', 'fresco', 'picado', 'para', 'servir']",cilantro fresco picado para servir,cilantro fresco picado para servir
86afb0b1-e16a-11ed-83c0-a96d6180cd25,Marranitas o Puerquitas,1,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86afb0b1-e16a-11ed-83c0-a96d6180cd25,Marranitas o Puerquitas,2,2 plátanos verdes pelados y cortados en trozos,2,2.0,,plátanos verdes pelados y cortados en trozos,2 platanos verdes pelados y cortados en trozos,platanos verdes pelados y cortados en trozos,,"['2', 'platanos', 'verdes', 'pelados', 'y', 'cortados', 'en', 'trozos']","['2', 'platano', 'verde', 'pelado', 'y', 'cortado', 'en', 'trozo']","['platanos', 'verdes', 'pelados', 'y', 'cortados', 'en', 'trozos']","['platano', 'verde', 'pelado', 'y', 'cortado', 'en', 'trozo']",2 platano verde pelado y cortado en trozo,platano verde pelado y cortado en trozo
86afb0b1-e16a-11ed-83c0-a96d6180cd25,Marranitas o Puerquitas,3,2 dientes de ajo machacados,2,2.0,dientes,ajo machacados,2 dientes de ajo machacados,ajo machacados,diente,"['2', 'dientes', 'de', 'ajo', 'machacados']","['2', 'diente', 'de', 'ajo', 'machacado']","['ajo', 'machacados']","['agir', 'machacado']",2 diente de ajo machacado,agir machacado
86afb0b1-e16a-11ed-83c0-a96d6180cd25,Marranitas o Puerquitas,4,½ taza de agua,½,0.5,taza,agua,1/2 taza de agua,agua,taza,"['1/2', 'taza', 'de', 'agua']","['1/2', 'taza', 'de', 'agua']",['agua'],['agua'],1/2 taza de agua,agua
86afb0b1-e16a-11ed-83c0-a96d6180cd25,Marranitas o Puerquitas,5,1 taza de chicharrones cocinados finamente picados,1,1.0,taza,chicharrones cocinados finamente picados,1 taza de chicharrones cocinados finamente picados,chicharrones cocinados finamente picados,taza,"['1', 'taza', 'de', 'chicharrones', 'cocinados', 'finamente', 'picados']","['1', 'taza', 'de', 'chicharrón', 'cocinado', 'finamente', 'picado']","['chicharrones', 'cocinados', 'finamente', 'picados']","['chicharrón', 'cocinado', 'finamente', 'picado']",1 taza de chicharrón cocinado finamente picado,chicharrón cocinado finamente picado
86afb0b1-e16a-11ed-83c0-a96d6180cd25,Marranitas o Puerquitas,6,Sal,,,,Sal,sal,sal,,['sal'],['sal'],['sal'],['sal'],sal,sal
86afb0b2-e16a-11ed-b8c2-a96d6180cd25,Arepuela o Anisita,1,1 taza Masarepa,1,1.0,taza,Masarepa,1 taza masarepa,masarepa,taza,"['1', 'taza', 'masarepa']","['1', 'taza', 'masarepa']",['masarepa'],['masarepa'],1 taza masarepa,masarepa
86afb0b2-e16a-11ed-b8c2-a96d6180cd25,Arepuela o Anisita,2,1 taza de agua tibia,1,1.0,taza,agua tibia,1 taza de agua tibia,agua tibia,taza,"['1', 'taza', 'de', 'agua', 'tibia']","['1', 'taza', 'de', 'agua', 'tibio']","['agua', 'tibia']","['agua', 'tibio']",1 taza de agua tibio,agua tibio
86afb0b2-e16a-11ed-b8c2-a96d6180cd25,Arepuela o Anisita,3,2 cucharadas de azúcar,2,2.0,cucharadas,azúcar,2 cucharadas de azucar,azucar,cucharada,"['2', 'cucharadas', 'de', 'azucar']","['2', 'cucharada', 'de', 'azucar']",['azucar'],['azucar'],2 cucharada de azucar,azucar
86afb0b2-e16a-11ed-b8c2-a96d6180cd25,Arepuela o Anisita,4,1 cucharadita de semillas de anís,1,1.0,cucharadita,semillas de anís,1 cucharadita de semillas de anis,semillas de anis,cucharadita,"['1', 'cucharadita', 'de', 'semillas', 'de', 'anis']","['1', 'cucharadita', 'de', 'semilla', 'de', 'ani']","['semillas', 'de', 'anis']","['semilla', 'de', 'ani']",1 cucharadita de semilla de ani,semilla de ani
86afb0b2-e16a-11ed-b8c2-a96d6180cd25,Arepuela o Anisita,5,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86afb0b3-e16a-11ed-b5fa-a96d6180cd25,Jugo de Piña,1,3 tazas de piña pelada y en cubos,3,3.0,tazas,piña pelada y en cubos,3 tazas de pina pelada y en cubos,pina pelada y en cubos,taza,"['3', 'tazas', 'de', 'pina', 'pelada', 'y', 'en', 'cubos']","['3', 'taza', 'de', 'pina', 'pelado', 'y', 'en', 'cubo']","['pina', 'pelada', 'y', 'en', 'cubos']","['pina', 'pelado', 'y', 'en', 'cubo']",3 taza de pina pelado y en cubo,pina pelado y en cubo
86afb0b3-e16a-11ed-b5fa-a96d6180cd25,Jugo de Piña,2,1 ½ tazas de agua,1 ½,1.5,tazas,agua,1 1/2 tazas de agua,agua,taza,"['1', '1/2', 'tazas', 'de', 'agua']","['1', '1/2', 'taza', 'de', 'agua']",['agua'],['agua'],1 1/2 taza de agua,agua
86afb0b3-e16a-11ed-b5fa-a96d6180cd25,Jugo de Piña,3,½ de taza de hielo picado,½,0.5,,de taza de hielo picado,1/2 de taza de hielo picado,de taza de hielo picado,,"['1/2', 'de', 'taza', 'de', 'hielo', 'picado']","['1/2', 'de', 'taza', 'de', 'hielo', 'picado']","['de', 'taza', 'de', 'hielo', 'picado']","['de', 'taza', 'de', 'hielo', 'picado']",1/2 de taza de hielo picado,de taza de hielo picado
86afb0b3-e16a-11ed-b5fa-a96d6180cd25,Jugo de Piña,4,2 cucharadas de azuúcar,2,2.0,cucharadas,azuúcar,2 cucharadas de azuucar,azuucar,cucharada,"['2', 'cucharadas', 'de', 'azuucar']","['2', 'cucharada', 'de', 'azuucar']",['azuucar'],['azuucar'],2 cucharada de azuucar,azuucar
86afb0b4-e16a-11ed-91ec-a96d6180cd25,Jugo de Banano en Leche,1,1 taza de leche,1,1.0,taza,leche,1 taza de leche,leche,taza,"['1', 'taza', 'de', 'leche']","['1', 'taza', 'de', 'leche']",['leche'],['leche'],1 taza de leche,leche
86afb0b4-e16a-11ed-91ec-a96d6180cd25,Jugo de Banano en Leche,2,2 bananos maduros grandes pelados y cortados en trozos,2,2.0,,bananos maduros grandes pelados y cortados en trozos,2 bananos maduros grandes pelados y cortados en trozos,bananos maduros grandes pelados y cortados en trozos,,"['2', 'bananos', 'maduros', 'grandes', 'pelados', 'y', 'cortados', 'en', 'trozos']","['2', 'banano', 'maduro', 'grande', 'pelado', 'y', 'cortado', 'en', 'trozo']","['bananos', 'maduros', 'grandes', 'pelados', 'y', 'cortados', 'en', 'trozos']","['banano', 'maduro', 'grande', 'pelado', 'y', 'cortado', 'en', 'trozo']",2 banano maduro grande pelado y cortado en trozo,banano maduro grande pelado y cortado en trozo
86afb0b4-e16a-11ed-91ec-a96d6180cd25,Jugo de Banano en Leche,3,¼ cucharadita de extracto de vainilla,¼,0.25,cucharadita,extracto de vainilla,1/4 cucharadita de extracto de vainilla,extracto de vainilla,cucharadita,"['1/4', 'cucharadita', 'de', 'extracto', 'de', 'vainilla']","['1/4', 'cucharadita', 'de', 'extracto', 'de', 'vainilla']","['extracto', 'de', 'vainilla']","['extracto', 'de', 'vainilla']",1/4 cucharadita de extracto de vainilla,extracto de vainilla
86afb0b4-e16a-11ed-91ec-a96d6180cd25,Jugo de Banano en Leche,4,1 ½ cucharadita de azúcar o al gusto,1 ½,1.5,cucharadita,azúcar o al gusto,1 1/2 cucharadita de azucar o al gusto,azucar o al gusto,cucharadita,"['1', '1/2', 'cucharadita', 'de', 'azucar', 'o', 'al', 'gusto']","['1', '1/2', 'cucharaditar', 'de', 'azucar', 'o', 'al', 'gusto']","['azucar', 'o', 'al', 'gusto']","['azucar', 'o', 'al', 'gusto']",1 1/2 cucharaditar de azucar o al gusto,azucar o al gusto
86afb0b4-e16a-11ed-91ec-a96d6180cd25,Jugo de Banano en Leche,5,Pizca de canela molida,,,,Pizca de canela molida,pizca de canela molida,pizca de canela molida,,"['pizca', 'de', 'canela', 'molida']","['picer', 'de', 'canela', 'molido']","['pizca', 'de', 'canela', 'molida']","['picer', 'de', 'canela', 'molido']",picer de canela molido,picer de canela molido
86afb0b4-e16a-11ed-91ec-a96d6180cd25,Jugo de Banano en Leche,6,¼ taza de hielo picado,¼,0.25,taza,hielo picado,1/4 taza de hielo picado,hielo picado,taza,"['1/4', 'taza', 'de', 'hielo', 'picado']","['1/4', 'taza', 'de', 'hielo', 'picado']","['hielo', 'picado']","['hielo', 'picado']",1/4 taza de hielo picado,hielo picado
86afb0b5-e16a-11ed-a229-a96d6180cd25,Avena Colombiana,1,½ taza de ojuelas de avena,½,0.5,taza,ojuelas de avena,1/2 taza de ojuelas de avena,ojuelas de avena,taza,"['1/2', 'taza', 'de', 'ojuelas', 'de', 'avena']","['1/2', 'tazar', 'de', 'ojuela', 'de', 'avena']","['ojuelas', 'de', 'avena']","['ojuela', 'de', 'avena']",1/2 tazar de ojuela de avena,ojuela de avena
86afb0b5-e16a-11ed-a229-a96d6180cd25,Avena Colombiana,2,4 tazas de leche,4,4.0,tazas,leche,4 tazas de leche,leche,taza,"['4', 'tazas', 'de', 'leche']","['4', 'taza', 'de', 'leche']",['leche'],['leche'],4 taza de leche,leche
86afb0b5-e16a-11ed-a229-a96d6180cd25,Avena Colombiana,3,1 taza de agua,1,1.0,taza,agua,1 taza de agua,agua,taza,"['1', 'taza', 'de', 'agua']","['1', 'taza', 'de', 'agua']",['agua'],['agua'],1 taza de agua,agua
86afb0b5-e16a-11ed-a229-a96d6180cd25,Avena Colombiana,4,1 astilla de canela,1,1.0,,astilla de canela,1 astilla de canela,astilla de canela,,"['1', 'astilla', 'de', 'canela']","['1', 'astilla', 'de', 'canela']","['astilla', 'de', 'canela']","['astilla', 'de', 'canela']",1 astilla de canela,astilla de canela
86afb0b5-e16a-11ed-a229-a96d6180cd25,Avena Colombiana,5,Una pizca de clavo de olor molido,,,,Una pizca de clavo de olor molido,una pizca de clavo de olor molido,una pizca de clavo de olor molido,,"['una', 'pizca', 'de', 'clavo', 'de', 'olor', 'molido']","['uno', 'pizca', 'de', 'clavo', 'de', 'olor', 'molido']","['una', 'pizca', 'de', 'clavo', 'de', 'olor', 'molido']","['uno', 'pizca', 'de', 'clavo', 'de', 'olor', 'molido']",uno pizca de clavo de olor molido,uno pizca de clavo de olor molido
